 ;PosX [m]:;10;20;30;50;60
 ;PosY [m]:;0;0;0;0;0
 ;PosZ [m]:;10.15;10.15;10.15;10.15;10.15
Part;Time [s];Elevation_0 [m];Elevation_1 [m];Elevation_2 [m];Elevation_3 [m];Elevation_4 [m]
0;0;10.15;10.15;10.15;10.15;10.15
1;0.050069;10.1486;10.1486;10.1479;10.1479;10.1485
2;0.100126;10.1454;10.1453;10.1416;10.1415;10.1453
3;0.150086;10.1462;10.1445;10.1407;10.1406;10.1449
4;0.200084;10.1488;10.1481;10.1458;10.1461;10.1482
5;0.250084;10.1492;10.1494;10.1499;10.1498;10.1489
6;0.300016;10.1467;10.1471;10.1474;10.1467;10.1466
7;0.3502;10.1469;10.1448;10.1414;10.1416;10.1457
8;0.400146;10.1485;10.1455;10.1397;10.1407;10.1457
9;0.450133;10.1493;10.1465;10.1447;10.1439;10.1446
10;0.500133;10.1494;10.1477;10.149;10.1476;10.1469
11;0.550082;10.1506;10.1475;10.1466;10.148;10.1481
12;0.60002;10.1519;10.1454;10.1411;10.1417;10.1448
13;0.650005;10.1524;10.145;10.1407;10.1383;10.1421
14;0.700093;10.1539;10.1469;10.1436;10.1431;10.1448
15;0.750155;10.157;10.1475;10.147;10.1483;10.1477
16;0.800121;10.1595;10.1486;10.1478;10.147;10.1463
17;0.8501;10.1616;10.1489;10.1439;10.1418;10.1434
18;0.900101;10.1627;10.1465;10.1407;10.1399;10.1432
19;0.950009;10.1661;10.1472;10.143;10.1437;10.1454
20;1.00006;10.1712;10.1523;10.1493;10.1483;10.1469
21;1.05008;10.1755;10.1538;10.1515;10.1484;10.1461
22;1.10002;10.1784;10.1515;10.1462;10.1452;10.1453
23;1.15021;10.1808;10.1514;10.1433;10.1434;10.1457
24;1.20016;10.1858;10.1541;10.1472;10.1446;10.1457
25;1.25016;10.1928;10.1577;10.1528;10.1496;10.1461
26;1.30012;10.1981;10.1599;10.1547;10.1529;10.1491
27;1.35005;10.2012;10.1596;10.1518;10.1498;10.149
28;1.40011;10.2052;10.1589;10.149;10.1458;10.1452
29;1.45001;10.212;10.1618;10.1511;10.1471;10.1459
30;1.50011;10.219;10.1663;10.1567;10.1531;10.1499
31;1.55012;10.2239;10.168;10.1597;10.156;10.1507
32;1.6002;10.228;10.168;10.1578;10.153;10.1484
33;1.65006;10.2333;10.1693;10.1546;10.1492;10.1471
34;1.70007;10.2396;10.1711;10.1551;10.1495;10.148
35;1.75012;10.2449;10.1739;10.16;10.1542;10.1494
36;1.80002;10.2495;10.1772;10.1641;10.1573;10.1499
37;1.85004;10.2546;10.1784;10.1625;10.1547;10.149
38;1.90003;10.2592;10.1781;10.1581;10.1502;10.1476
39;1.95001;10.2626;10.1795;10.1577;10.1496;10.1469
40;2.00008;10.266;10.1827;10.1627;10.1529;10.1472
41;2.05019;10.2709;10.1859;10.1666;10.1559;10.1488
42;2.10012;10.2751;10.1879;10.1652;10.1551;10.1492
43;2.15016;10.2764;10.1878;10.1617;10.1502;10.146
44;2.20009;10.2769;10.1882;10.1611;10.1474;10.1442
45;2.25009;10.2797;10.1917;10.1645;10.1517;10.1471
46;2.30003;10.2831;10.1958;10.1687;10.1559;10.149
47;2.35018;10.2835;10.1976;10.1701;10.154;10.1472
48;2.40013;10.2816;10.1978;10.167;10.1505;10.1456
49;2.45;10.2807;10.1983;10.1646;10.1494;10.1464
50;2.50019;10.2808;10.2014;10.1687;10.1516;10.1474
51;2.5502;10.2801;10.2066;10.1749;10.1553;10.1482
52;2.60008;10.277;10.2084;10.1762;10.1565;10.1492
53;2.65007;10.2724;10.2075;10.173;10.1538;10.149
54;2.70011;10.2683;10.2092;10.1717;10.151;10.1482
55;2.75018;10.2641;10.2131;10.1759;10.1526;10.1485
56;2.80007;10.2591;10.2158;10.181;10.1574;10.1506
57;2.85012;10.2522;10.2176;10.1828;10.1596;10.1528
58;2.90004;10.2438;10.2186;10.1817;10.1565;10.1521
59;2.95008;10.2353;10.2189;10.1801;10.1528;10.1496
60;3.00007;10.2261;10.2203;10.182;10.1544;10.1507
61;3.05012;10.2159;10.2232;10.1872;10.1592;10.1546
62;3.10016;10.2047;10.2249;10.1905;10.1609;10.1547
63;3.15003;10.1923;10.2244;10.1895;10.1578;10.1525
64;3.20015;10.1786;10.2237;10.1871;10.1546;10.1526
65;3.2501;10.1641;10.2237;10.188;10.1556;10.1539
66;3.30008;10.1492;10.2243;10.1931;10.1589;10.1544
67;3.35002;10.1342;10.2255;10.1971;10.1609;10.155
68;3.40009;10.1178;10.2245;10.196;10.1595;10.1554
69;3.45017;10.0992;10.2209;10.193;10.1562;10.1542
70;3.50007;10.0803;10.219;10.1939;10.1557;10.1533
71;3.55005;10.0628;10.2195;10.1986;10.1592;10.1545
72;3.60008;10.0449;10.2187;10.2024;10.1625;10.1564
73;3.65016;10.0249;10.2151;10.2019;10.1621;10.1563
74;3.70009;10.0038;10.211;10.1996;10.159;10.1542
75;3.75015;9.98324;10.2077;10.1999;10.1579;10.1535
76;3.80012;9.96392;10.2051;10.2032;10.1617;10.1556
77;3.85013;9.94467;10.2027;10.207;10.1662;10.1572
78;3.90004;9.9239;10.1987;10.2082;10.1658;10.1563
79;3.95003;9.90237;10.1927;10.2059;10.163;10.1552
80;4.00006;9.88184;10.1865;10.2039;10.1629;10.1557
81;4.05002;9.86257;10.182;10.2068;10.1655;10.1567
82;4.1001;9.84357;10.1783;10.2115;10.1687;10.1576
83;4.15001;9.82406;10.1722;10.2119;10.1702;10.1585
84;4.20012;9.80376;10.1633;10.2084;10.1684;10.1586
85;4.25007;9.78461;10.1554;10.2063;10.1661;10.1578
86;4.30014;9.7675;10.1492;10.208;10.1676;10.1585
87;4.35002;9.7506;10.1422;10.2106;10.1718;10.161
88;4.40007;9.7334;10.1331;10.2104;10.1735;10.1627
89;4.45003;9.71717;10.1235;10.2071;10.171;10.1622
90;4.50018;9.70188;10.1135;10.2035;10.1682;10.1614
91;4.55014;9.68788;10.1033;10.2023;10.1694;10.1627
92;4.60001;9.67559;10.094;10.2033;10.1733;10.1654
93;4.6501;9.66452;10.0847;10.2032;10.1749;10.1666
