 ;PosX [m]:;10;20;30;50;60
 ;PosY [m]:;0;0;0;0;0
 ;PosZ [m]:;10.15;10.15;10.15;10.15;10.15
Part;Time [s];Elevation_0 [m];Elevation_1 [m];Elevation_2 [m];Elevation_3 [m];Elevation_4 [m]
0;0;10.15;10.15;10.15;10.15;10.15
1;0.0500688;10.1486;10.1486;10.1486;10.1486;10.1485
2;0.100125;10.1454;10.1457;10.1457;10.1456;10.1456
3;0.150077;10.1466;10.1464;10.1465;10.1465;10.1468
4;0.200097;10.1504;10.1496;10.1493;10.1496;10.1497
5;0.250114;10.1507;10.1492;10.149;10.1488;10.1483
6;0.300044;10.1486;10.1461;10.1457;10.1449;10.145
7;0.35001;10.1503;10.1461;10.1452;10.1453;10.1463
8;0.400127;10.1556;10.1494;10.1482;10.1491;10.1489
9;0.45001;10.1591;10.1507;10.1492;10.1482;10.1467
10;0.500004;10.1597;10.1487;10.1462;10.144;10.1451
11;0.550113;10.1617;10.1474;10.1439;10.1449;10.1457
12;0.600081;10.1676;10.15;10.1468;10.1473;10.1467
13;0.650056;10.1743;10.154;10.1501;10.147;10.1468
14;0.700069;10.178;10.1534;10.1468;10.1451;10.1454
15;0.750088;10.1794;10.1498;10.1442;10.1442;10.1447
16;0.800091;10.1838;10.1532;10.1471;10.1457;10.1459
17;0.850073;10.1925;10.1583;10.15;10.1471;10.1468
18;0.900133;10.1967;10.1574;10.1486;10.146;10.1459
19;0.950182;10.1968;10.1553;10.146;10.1445;10.145
20;1.00004;10.1981;10.1575;10.1478;10.1456;10.1459
21;1.05014;10.204;10.1603;10.1512;10.1477;10.1471
22;1.10013;10.2082;10.1621;10.1504;10.1476;10.147
23;1.15013;10.205;10.1611;10.1494;10.1459;10.1463
24;1.20003;10.2012;10.1593;10.1498;10.1462;10.1463
25;1.25019;10.2027;10.1616;10.1512;10.1492;10.1478
26;1.30018;10.204;10.1649;10.1531;10.1488;10.149
27;1.35001;10.1982;10.1635;10.1528;10.1475;10.1472
28;1.4001;10.1894;10.16;10.1512;10.1484;10.1472
29;1.45018;10.1852;10.1608;10.152;10.1495;10.1495
30;1.50004;10.1832;10.1638;10.1546;10.1497;10.1494
31;1.55005;10.1758;10.1629;10.1549;10.1495;10.1482
32;1.60013;10.1639;10.1589;10.1527;10.1494;10.1485
33;1.65002;10.1548;10.1574;10.1521;10.1494;10.1495
34;1.70014;10.1496;10.1591;10.1544;10.1498;10.1492
35;1.75006;10.1418;10.1592;10.1553;10.1499;10.1485
36;1.80014;10.1292;10.1552;10.153;10.1492;10.1486
37;1.85013;10.117;10.1517;10.1511;10.1485;10.1489
38;1.90006;10.1093;10.152;10.1523;10.1487;10.1484
39;1.95013;10.1023;10.1527;10.1536;10.1488;10.1477
40;2.00005;10.0911;10.1496;10.1519;10.148;10.1479
41;2.05002;10.0783;10.1451;10.1492;10.1473;10.1482
42;2.10016;10.0694;10.1439;10.1494;10.1472;10.1469
43;2.15006;10.0638;10.1448;10.1511;10.1469;10.1463
44;2.2;10.0561;10.1433;10.1501;10.147;10.1478
45;2.25008;10.0454;10.1389;10.1476;10.1473;10.1475
46;2.3002;10.0368;10.1367;10.1476;10.1459;10.1457
47;2.35018;10.0335;10.1379;10.1489;10.1459;10.1464
48;2.40005;10.0306;10.1376;10.1486;10.1477;10.1477
49;2.45005;10.024;10.1345;10.1481;10.1476;10.1473
50;2.5002;10.0181;10.1331;10.1479;10.1464;10.1464
51;2.55015;10.0176;10.1333;10.1478;10.1471;10.1468
52;2.60016;10.0188;10.1333;10.1491;10.1488;10.148
53;2.65002;10.0183;10.1335;10.1501;10.1492;10.1482
54;2.70001;10.017;10.1322;10.1495;10.1485;10.1475
55;2.75005;10.0184;10.1305;10.1489;10.1488;10.1476
56;2.80017;10.0242;10.1319;10.1502;10.1503;10.1488
57;2.85012;10.0291;10.134;10.1522;10.151;10.1493
58;2.90016;10.032;10.132;10.1519;10.1506;10.1486
59;2.95011;10.0366;10.1301;10.1499;10.1507;10.1486
60;3.00018;10.0448;10.1318;10.151;10.1511;10.1496
61;3.05017;10.0538;10.1335;10.1535;10.1518;10.1497
62;3.10012;10.0611;10.1323;10.1525;10.1524;10.1494
63;3.15016;10.0686;10.1304;10.1502;10.1514;10.1498
64;3.2001;10.0783;10.1308;10.1504;10.1508;10.1495
65;3.25015;10.0898;10.1323;10.152;10.1522;10.1495
66;3.30017;10.1001;10.1318;10.1513;10.1525;10.1504
67;3.35;10.1086;10.1295;10.1486;10.151;10.15
68;3.40014;10.1179;10.1284;10.1477;10.1502;10.1489
69;3.45003;10.1293;10.129;10.1485;10.1511;10.1492
70;3.50006;10.1406;10.1289;10.148;10.1516;10.1502
71;3.55;10.1496;10.1266;10.1457;10.1504;10.1497
72;3.60017;10.158;10.1244;10.1439;10.1494;10.1484
73;3.6502;10.1681;10.1241;10.144;10.1499;10.1484
74;3.70001;10.179;10.1238;10.1439;10.1505;10.1496
75;3.75017;10.1883;10.1219;10.1422;10.1501;10.1494
76;3.80003;10.196;10.1196;10.1405;10.149;10.1479
77;3.85013;10.2049;10.1183;10.1401;10.1487;10.1477
78;3.9002;10.2157;10.118;10.14;10.1499;10.1494
79;3.95005;10.2259;10.1169;10.1392;10.1504;10.1494
80;4.00009;10.2346;10.1151;10.1382;10.149;10.1477
81;4.05015;10.2441;10.1136;10.1371;10.1486;10.1481
82;4.10012;10.2561;10.1132;10.1366;10.1504;10.1498
83;4.15004;10.2688;10.1133;10.1371;10.1509;10.1498
84;4.20014;10.2809;10.113;10.1366;10.1497;10.1491
85;4.25;10.2934;10.1118;10.1346;10.1498;10.1496
86;4.30008;10.3075;10.1114;10.1343;10.1511;10.1509
87;4.35014;10.3234;10.1133;10.1353;10.1517;10.1514
88;4.40003;10.3399;10.1145;10.1347;10.1513;10.1512
89;4.45002;10.3556;10.1137;10.1327;10.1512;10.1516
90;4.50018;10.3722;10.1147;10.1322;10.152;10.1526
91;4.55013;10.3907;10.1179;10.133;10.1525;10.1532
92;4.60012;10.4098;10.12;10.1326;10.1524;10.1532
93;4.65018;10.4282;10.1211;10.1306;10.1521;10.1533
94;4.70004;10.4462;10.1236;10.1299;10.1521;10.1538
