Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;233069;  1.000315576733E+02; -4.209445204828E+02; -3.013743441669E+04;  3.014054003866E+04
1;0.050069;233069;  1.901568146952E+02;  3.612584988161E+02;  6.263796139035E+05;  6.263797469437E+05
2;0.100126;233069;  5.894143575160E+03; -8.783803206175E+02;  1.918547436787E+06;  1.918556691808E+06
3;0.150086;233069; -4.389436663026E+03; -7.229179684979E+02;  2.223138313739E+06;  2.223142764596E+06
4;0.200083;233069;  1.283486157457E+04; -4.552883339564E+02;  8.543899813500E+05;  8.544865014676E+05
5;0.250084;233069;  4.412792006456E+03; -4.027951594438E+02;  1.972278289990E+05;  1.972776001195E+05
6;0.300015;233069; -2.257395408355E+04; -3.219914245968E+02;  5.215588418308E+05;  5.220472321287E+05
7;0.350199;233069;  1.080978244405E+04; -7.077978001111E+02;  1.789339014980E+06;  1.789371806781E+06
8;0.400133;233069;  5.010621104947E+04; -7.883655175525E+02;  2.363849293635E+06;  2.364380412904E+06
9;0.450017;233069; -2.471437684556E+04; -5.081769954667E+02;  1.137978332308E+06;  1.138246784958E+06
10;0.500205;233069; -6.542066324655E+04; -4.332528202120E+02; -8.372301595926E+04;  1.062525025067E+05
11;0.550119;233069;  6.982529676280E+03; -5.386886027957E+02;  7.371047226664E+05;  7.371379912087E+05
12;0.600167;233069;  4.158634805154E+04; -6.617181880627E+02;  1.596764878095E+06;  1.597306463435E+06
13;0.650179;233069; -2.753969841488E+04; -8.106767228864E+02;  2.069203320025E+06;  2.069386738091E+06
14;0.700088;233069;  1.045668834255E+04; -6.375879250656E+02;  1.285637981933E+06;  1.285680663865E+06
15;0.750060;233069;  1.419065655315E+04; -3.489264417962E+02;  2.244428302587E+05;  2.248912638090E+05
16;0.800181;233069; -2.461752637147E+03; -4.419341124654E+02;  4.091979637671E+05;  4.092056073454E+05
17;0.850160;233069; -1.446346233588E+04; -6.770149872387E+02;  1.627806574674E+06;  1.627870969900E+06
18;0.900084;233069; -2.808755397101E+03; -8.585195195714E+02;  2.171765690087E+06;  2.171767676065E+06
19;0.950096;233069;  1.987649576701E+04; -6.828085913819E+02;  1.254099950155E+06;  1.254257639518E+06
20;1.000188;233069;  2.804819194679E+03; -3.468415317003E+02;  3.911137923398E+05;  3.911240031859E+05
21;1.050106;233069; -2.400815773050E+04; -3.780831061926E+02;  4.466604460031E+05;  4.473053639385E+05
22;1.100169;233069; -3.661775562146E+02; -5.808995156864E+02;  1.224039037954E+06;  1.224039230567E+06
23;1.150061;233069;  2.874827517451E+04; -8.860596428736E+02;  2.276406684358E+06;  2.276588377599E+06
24;1.200008;233069; -1.726030697458E+04; -7.714698021056E+02;  1.533642194276E+06;  1.533739512898E+06
25;1.250115;233069; -4.949984897130E+03; -3.955303982527E+02;  2.480758400470E+05;  2.481255351829E+05
26;1.300078;233069;  8.330642162159E+03; -3.880004230700E+02;  4.211197720191E+05;  4.212023415516E+05
27;1.350118;233069;  2.753952563879E+03; -6.436579195949E+02;  1.366392731468E+06;  1.366395658350E+06
28;1.400113;233069; -4.662640214543E+02; -8.666821187678E+02;  1.936943034159E+06;  1.936943284177E+06
29;1.450085;233069; -6.769512859831E+03; -8.027761163933E+02;  1.559961194233E+06;  1.559976089005E+06
30;1.500067;233069;  3.577528034019E+03; -5.357525759421E+02;  7.556240899785E+05;  7.556327488228E+05
31;1.550055;233069;  5.443365922465E+03; -3.619125783776E+02;  2.582456118058E+05;  2.583032272934E+05
32;1.600153;233069; -2.244641363016E+03; -5.489311046634E+02;  9.266363171405E+05;  9.266391983852E+05
33;1.650142;233069; -2.016456343766E+03; -8.848319298060E+02;  2.087696048873E+06;  2.087697210207E+06
34;1.700103;233069; -3.363159645430E+03; -7.905953895568E+02;  1.847983760942E+06;  1.847986990374E+06
