Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;233069;  1.000315576733E+02; -4.209445204828E+02; -3.013743441669E+04;  3.014054003866E+04
1;0.050069;233069;  1.904350222819E+02;  3.618330779778E+02;  6.263857753965E+05;  6.263859088515E+05
2;0.100126;233069;  5.892641592646E+03; -8.779361007876E+02;  1.918545475919E+06;  1.918554726133E+06
3;0.150086;233069; -4.389739869244E+03; -7.237020616460E+02;  2.223136761070E+06;  2.223141212784E+06
4;0.200084;233069;  1.276444705153E+04; -4.544075691437E+02;  8.543355502173E+05;  8.544310211830E+05
5;0.250084;233069;  4.255607037916E+03; -4.000875976408E+02;  1.948788221355E+05;  1.949256924529E+05
6;0.300015;233069; -2.230073278441E+04; -3.215377153346E+02;  5.207230140985E+05;  5.212004254421E+05
7;0.350199;233069;  1.061413433584E+04; -7.092597064745E+02;  1.792798051861E+06;  1.792829611997E+06
8;0.400143;233069;  4.996335540256E+04; -7.913239885361E+02;  2.361906621067E+06;  2.362435152489E+06
9;0.450128;233069; -2.493973385531E+04; -5.035169222065E+02;  1.131597673342E+06;  1.131872580358E+06
10;0.500082;233069; -6.559088504828E+04; -4.301330139268E+02; -8.456508997684E+04;  1.070215102613E+05
11;0.550003;233069;  6.719607934569E+03; -5.428020932787E+02;  7.382385156278E+05;  7.382692962065E+05
12;0.600207;233069;  4.092003470636E+04; -6.658003244389E+02;  1.597218578264E+06;  1.597742807614E+06
13;0.650038;233069; -2.711069451636E+04; -8.154905518513E+02;  2.065454385266E+06;  2.065632463047E+06
14;0.700178;233069;  1.045880880002E+04; -6.336543999110E+02;  1.283513784590E+06;  1.283556552487E+06
15;0.750097;233069;  1.420704337254E+04; -3.459778518678E+02;  2.235640739417E+05;  2.240153006816E+05
16;0.800051;233069; -1.979732401314E+03; -4.521321792544E+02;  4.090734482785E+05;  4.090784886184E+05
17;0.850088;233069; -1.505615159857E+04; -6.843748588324E+02;  1.626052838904E+06;  1.626122686324E+06
18;0.900202;233069; -2.628486288668E+03; -8.555263537675E+02;  2.167802843542E+06;  2.167804605894E+06
19;0.950101;233069;  1.979556576688E+04; -6.896384037331E+02;  1.254574514582E+06;  1.254730868619E+06
20;1.000039;233069;  2.644603430633E+03; -3.478713029546E+02;  3.972776115175E+05;  3.972865660386E+05
21;1.050123;233069; -2.389393050352E+04; -3.740002118682E+02;  4.489678481483E+05;  4.496033679389E+05
22;1.100125;233069;  2.902455348405E+02; -5.797150838737E+02;  1.218556418712E+06;  1.218556591175E+06
23;1.150152;233069;  2.881513178207E+04; -8.905938064210E+02;  2.281466218577E+06;  2.281648354038E+06
24;1.200144;233069; -1.809847987676E+04; -7.700865483355E+02;  1.532834447753E+06;  1.532941483627E+06
25;1.250045;233069; -4.655673982333E+03; -3.745897377250E+02;  2.456698025158E+05;  2.457141987877E+05
26;1.300062;233069;  8.925952241810E+03; -3.887380895174E+02;  4.198304161466E+05;  4.199254720335E+05
27;1.350109;233069;  2.708332495147E+03; -6.499583566741E+02;  1.371119390782E+06;  1.371122219676E+06
28;1.400186;233069; -1.201999676675E+03; -8.612160593247E+02;  1.940598738228E+06;  1.940599301584E+06
29;1.450060;233069; -6.483788985419E+03; -8.118303781907E+02;  1.556001025580E+06;  1.556014746136E+06
30;1.500152;233069;  3.784119189870E+03; -5.138417785179E+02;  7.539417663459E+05;  7.539514378474E+05
31;1.550176;233069;  5.571537619093E+03; -3.568085340025E+02;  2.633252025044E+05;  2.633843799806E+05
32;1.600181;233069; -4.201522981772E+03; -5.350861644739E+02;  9.291560593877E+05;  9.291657127819E+05
33;1.650131;233069;  1.636283876139E+03; -9.015200298786E+02;  2.086664056161E+06;  2.086664892463E+06
34;1.700132;233069; -1.739391459131E+03; -8.059491362558E+02;  1.842091875177E+06;  1.842092872694E+06
35;1.750104;233069;  2.953252262861E+03; -5.723856072533E+02;  6.547213286171E+05;  6.547282394019E+05
36;1.800091;233069;  2.268298730767E+03; -3.812599715940E+02;  2.016508669052E+05;  2.016639845434E+05
37;1.850110;233069; -3.944266963757E+03; -6.024703608616E+02;  9.517198524699E+05;  9.517282163505E+05
38;1.900068;233069; -1.293316303412E+03; -9.300743679964E+02;  1.984761630230E+06;  1.984762269527E+06
39;1.950166;233069;  9.088693678234E+03; -1.059856925042E+03;  1.882582133528E+06;  1.882604370845E+06
40;2.000065;233069; -2.153489596825E+03; -6.824251673388E+02;  7.707374068256E+05;  7.707407174282E+05
