 ;PosX [m]:;10;20;30;50;60
 ;PosY [m]:;0;0;0;0;0
 ;PosZ [m]:;10.15;10.15;10.15;10.15;10.15
Part;Time [s];Elevation_0 [m];Elevation_1 [m];Elevation_2 [m];Elevation_3 [m];Elevation_4 [m]
0;0;10.15;10.15;10.15;10.15;10.15
1;0.0500689;10.1486;10.1486;10.1479;10.1479;10.1485
2;0.100126;10.1454;10.1452;10.1407;10.1407;10.1452
3;0.150088;10.1462;10.144;10.1398;10.1397;10.1444
4;0.200076;10.1486;10.148;10.1455;10.1458;10.1481
5;0.250067;10.1495;10.1497;10.1502;10.1501;10.1491
6;0.300001;10.1471;10.1472;10.1473;10.1467;10.1466
7;0.35019;10.1473;10.1446;10.1407;10.1408;10.1454
8;0.400129;10.1488;10.1453;10.1388;10.1398;10.1452
9;0.450117;10.1499;10.1463;10.1442;10.1433;10.1443
10;0.500112;10.1508;10.1482;10.149;10.1477;10.1471
11;0.55005;10.1523;10.1482;10.1472;10.1484;10.1483
12;0.600153;10.1536;10.1455;10.1406;10.141;10.1445
13;0.650197;10.1544;10.1448;10.1394;10.1372;10.1415
14;0.700063;10.1565;10.1474;10.1432;10.1426;10.1446
15;0.750171;10.1604;10.1486;10.1477;10.1486;10.1477
16;0.800136;10.1634;10.1495;10.1485;10.1476;10.1464
17;0.850145;10.1658;10.1496;10.144;10.1419;10.1435
18;0.900008;10.1672;10.1473;10.1402;10.1392;10.1427
19;0.950206;10.1713;10.1481;10.1429;10.1432;10.1448
20;1.00006;10.1771;10.1538;10.1501;10.1489;10.1471
21;1.05018;10.1817;10.1556;10.1529;10.1497;10.1465
22;1.10002;10.1849;10.1531;10.1472;10.1456;10.1451
23;1.15012;10.1875;10.1527;10.1435;10.1433;10.1452
24;1.20018;10.1927;10.1556;10.1475;10.1447;10.1454
25;1.25001;10.1998;10.1595;10.1541;10.1504;10.1462
26;1.3002;10.2052;10.1621;10.1569;10.1545;10.1493
27;1.35011;10.2082;10.1617;10.1536;10.1512;10.1491
28;1.4;10.2114;10.1605;10.1501;10.1463;10.145
29;1.45019;10.2175;10.1632;10.152;10.1475;10.1455
30;1.5002;10.2239;10.168;10.1584;10.1543;10.1499
31;1.55012;10.2279;10.1699;10.1623;10.158;10.151
32;1.60014;10.2308;10.1698;10.1603;10.1549;10.1487
33;1.65011;10.2341;10.1702;10.1563;10.1504;10.147
34;1.70006;10.2384;10.1714;10.1562;10.1502;10.1475
35;1.7502;10.2417;10.1742;10.1617;10.1554;10.1493
36;1.8;10.2441;10.1776;10.1667;10.1596;10.1504
37;1.85005;10.2463;10.1782;10.1651;10.1571;10.1493
38;1.90012;10.2475;10.1769;10.16;10.1519;10.1475
39;1.95011;10.2474;10.1776;10.1587;10.1506;10.1468
40;2.00009;10.2474;10.1801;10.1638;10.1542;10.1471
41;2.05012;10.2484;10.1829;10.1688;10.1582;10.1491
42;2.10011;10.2483;10.1844;10.1678;10.1578;10.1498
43;2.15002;10.2449;10.1829;10.1634;10.1524;10.1465
44;2.20019;10.2407;10.1818;10.1617;10.1487;10.1442
45;2.25016;10.2386;10.1847;10.1651;10.153;10.147
46;2.30016;10.237;10.1881;10.1701;10.1582;10.1495
47;2.35003;10.2323;10.1887;10.1716;10.157;10.1481
48;2.40012;10.225;10.1876;10.168;10.1529;10.1463
49;2.45007;10.2186;10.1867;10.1643;10.1506;10.1467
50;2.50009;10.2132;10.1881;10.1675;10.1526;10.1476
51;2.55013;10.2071;10.192;10.1741;10.1571;10.149
52;2.60014;10.1991;10.1932;10.1759;10.1589;10.1504
53;2.65013;10.1891;10.1907;10.172;10.1557;10.15
54;2.70009;10.1795;10.1899;10.169;10.1517;10.1487
55;2.75012;10.1704;10.1921;10.1718;10.1526;10.1491
56;2.80017;10.1606;10.1936;10.177;10.1576;10.1515
57;2.85007;10.1495;10.1939;10.1791;10.1604;10.1539
58;2.90002;10.1371;10.1932;10.1769;10.1574;10.1533
59;2.95012;10.1243;10.1914;10.1736;10.1521;10.1506
60;3.00011;10.1113;10.1904;10.1738;10.1524;10.1512
61;3.05006;10.0983;10.1916;10.1782;10.1575;10.1552
62;3.10014;10.0848;10.1919;10.1817;10.16;10.1561
63;3.15002;10.07;10.1897;10.1802;10.1568;10.154
64;3.20006;10.0544;10.1864;10.1757;10.1526;10.1535
65;3.25001;10.0386;10.184;10.1745;10.1523;10.1544
66;3.30011;10.023;10.1829;10.179;10.1554;10.1551
67;3.35014;10.0079;10.1824;10.1832;10.1585;10.1561
68;3.40013;9.99204;10.1795;10.1816;10.1578;10.1566
69;3.45014;9.9743;10.1738;10.1772;10.1536;10.1552
70;3.50011;9.95672;10.1695;10.1761;10.1519;10.1538
71;3.55011;9.94126;10.1679;10.1797;10.1555;10.1549
72;3.60019;9.92613;10.1654;10.1838;10.1598;10.1572
73;3.65013;9.90989;10.1607;10.1835;10.1603;10.1574
74;3.7002;9.89311;10.1547;10.1799;10.1569;10.1552
75;3.75015;9.87688;10.149;10.1781;10.1548;10.1538
76;3.80008;9.86268;10.1447;10.1804;10.158;10.1556
77;3.85011;9.85003;10.1414;10.1842;10.1635;10.1578
78;3.90009;9.83667;10.1365;10.1854;10.1643;10.1572
79;3.95;9.82288;10.1292;10.1821;10.161;10.1556
80;4.00017;9.81056;10.1218;10.1779;10.1596;10.1555
81;4.05004;9.80058;10.1163;10.1787;10.1616;10.1564
82;4.10004;9.79219;10.1122;10.1827;10.165;10.1573
83;4.15012;9.78428;10.1066;10.1829;10.167;10.1585
84;4.20011;9.77636;10.098;10.1779;10.165;10.1586
85;4.25012;9.76979;10.0896;10.1729;10.1612;10.1572
86;4.30003;9.76625;10.0837;10.172;10.1611;10.1572
87;4.35014;9.76459;10.0781;10.1732;10.165;10.1597
88;4.40001;9.76356;10.0709;10.1722;10.1672;10.1617
89;4.4502;9.7636;10.0627;10.1672;10.1643;10.161
90;4.50011;9.76543;10.0542;10.1609;10.16;10.1596
91;4.55;9.76959;10.046;10.1569;10.1594;10.16
92;4.60019;9.77619;10.0394;10.1564;10.1627;10.1624
93;4.65005;9.78474;10.0333;10.1558;10.165;10.1639
