Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;247818; -6.579701469376E+02;  1.322243425437E+02; -1.223713656742E+04;  1.225552607441E+04
1;0.050069;247818;  6.694006881461E+01;  4.631204333296E+02;  1.613692803568E+06;  1.613692871413E+06
2;0.100126;247818;  1.157969532421E+04;  5.684938142480E+02;  2.490517938757E+06;  2.490544923466E+06
3;0.150087;247818; -6.953318027970E+03;  1.852664485375E+02;  2.984356968714E+06;  2.984365074797E+06
4;0.200075;247818;  2.643499229521E+04; -1.880082154343E+02;  1.597563220608E+06;  1.597781927550E+06
5;0.250067;247818; -2.218296400390E+03; -7.512563552206E+01;  2.355639875369E+05;  2.355744440874E+05
6;0.300001;247818; -3.613926118729E+04;  1.167126307773E+02;  8.453130753691E+05;  8.460852529213E+05
7;0.350190;247818;  1.392762582748E+04;  9.993552586801E+01;  2.495796296089E+06;  2.495835158884E+06
8;0.400122;247818;  1.092567197882E+05; -5.051662805955E+01;  3.119304854281E+06;  3.121217680219E+06
9;0.450205;247818; -3.300289811776E+04;  5.037697123592E+01;  1.760785297193E+06;  1.761094562093E+06
10;0.500180;247818; -1.312526257051E+05; -3.015661070037E+01;  2.077710483609E+05;  2.457561010451E+05
11;0.550079;247818; -3.613393780035E+03; -8.740745889797E+01;  9.300856220722E+05;  9.300926451920E+05
12;0.600137;247818;  6.752071990410E+04;  1.494799807515E+01;  2.084807421835E+06;  2.085900533098E+06
13;0.650133;247818; -5.293415515203E+04; -1.343033268523E+02;  3.027643391484E+06;  3.028106099333E+06
14;0.700204;247818;  3.272817491824E+04; -1.010870262718E+02;  2.042192673137E+06;  2.042454909629E+06
15;0.750178;247818;  3.148192023931E+04; -1.745639977528E+01;  4.188264099387E+05;  4.200079442925E+05
16;0.800068;247818;  4.974193688326E+03;  4.602228244485E+01;  6.125313312652E+05;  6.125515296711E+05
17;0.850057;247818; -2.943716324297E+04; -4.526887419511E+01;  2.133767163325E+06;  2.133970209706E+06
18;0.900203;247818; -7.634987261886E+03; -1.008371103737E+02;  2.966038397430E+06;  2.966048225877E+06
19;0.950015;247818;  3.487114971987E+04; -2.366218508478E+01;  2.097134568688E+06;  2.097424467491E+06
20;1.000142;247818;  1.076065938347E+04; -1.061267243967E+01;  7.955934644994E+05;  7.956662319447E+05
21;1.050021;247818; -4.413554265061E+04; -5.119441553643E+01;  5.719742001009E+05;  5.736745020715E+05
22;1.100172;247818; -9.690527255829E+03; -7.972593562810E+01;  1.541595130627E+06;  1.541625589904E+06
23;1.150190;247818;  6.486966930451E+04; -1.509234149100E+02;  3.104825333938E+06;  3.105502930450E+06
24;1.200070;247818; -3.257682448977E+04;  6.570761888996E+01;  2.452350375992E+06;  2.452566741281E+06
25;1.250053;247818; -2.929343776867E+04;  1.711451524900E+02;  7.125409519649E+05;  7.131428629763E+05
26;1.300028;247818;  1.896396806317E+04;  1.282078852531E+01;  5.727450530147E+05;  5.730589219285E+05
27;1.350156;247818;  1.335823465687E+04; -2.955502124877E+01;  1.609125288502E+06;  1.609180734847E+06
28;1.400104;247818; -5.058262100232E+02; -7.797108017537E+01;  2.645474431198E+06;  2.645474480705E+06
29;1.450124;247818; -1.619959467606E+04; -4.071199767531E-01;  2.513006140010E+06;  2.513058353201E+06
30;1.500190;247818;  4.927835282681E+03;  3.158458265027E+01;  1.393658686158E+06;  1.393667398650E+06
31;1.550035;247818;  1.182347443933E+04;  7.111211954728E+01;  4.175182520760E+05;  4.176856358810E+05
32;1.600101;247818; -5.249735181723E+03;  8.602642608913E+01;  1.046961122002E+06;  1.046974287221E+06
33;1.650100;247818; -6.889682611263E+03; -6.147504512730E+01;  2.725911061878E+06;  2.725919769320E+06
34;1.700061;247818; -8.809352874172E+03; -2.020233585904E+02;  2.806131973696E+06;  2.806145808634E+06
35;1.750035;247818;  8.493917835178E+03;  1.426230288797E+02;  1.391069957683E+06;  1.391095896820E+06
36;1.800008;247818;  1.767156291641E+04;  3.076057085047E+01;  4.869140415955E+05;  4.872346139028E+05
37;1.850131;247818; -3.398662919405E+03;  1.592400007811E+02;  9.818711848554E+05;  9.818770798406E+05
38;1.900167;247818; -1.183555912208E+04; -3.825806515348E+02;  2.451191535995E+06;  2.451220139636E+06
39;1.950041;247818;  2.313177817115E+04; -1.661342606815E+02;  2.870675423461E+06;  2.870768624189E+06
40;2.000032;247818;  6.284832742291E+03; -1.452059585905E+02;  1.666631611116E+06;  1.666643467386E+06
41;2.050100;247818; -3.193696077475E+04;  1.881459215958E+02;  4.941989474419E+05;  4.952298501859E+05
42;2.100071;247818;  1.502897878822E+04;  2.072624533909E+02;  9.512388948214E+05;  9.513576342166E+05
43;2.150111;247818;  3.592196657049E+04; -5.560952662410E+01;  2.248055051183E+06;  2.248342034461E+06
44;2.200121;247818; -4.550266235226E+04; -3.629588321195E+01;  2.669435979816E+06;  2.669823766456E+06
45;2.250042;247818; -1.275889974356E+04;  4.300157708864E+02;  1.971359339803E+06;  1.971400674917E+06
46;2.300102;247818;  5.917206409825E+04;  3.925441283940E+02;  8.540740710460E+05;  8.561214902651E+05
47;2.350084;247818; -3.588985253630E+04;  1.785752348316E+02;  6.155320188962E+05;  6.165774725779E+05
48;2.400195;247818; -2.474271407964E+04;  1.375171634597E+02;  1.948311190073E+06;  1.948468299505E+06
49;2.450062;247818;  4.107601223108E+04; -2.303587179984E+02;  2.823869954677E+06;  2.824168694107E+06
50;2.500160;247818;  1.961617462883E+03;  9.902800907868E+01;  2.123305075651E+06;  2.123305984081E+06
51;2.550187;247818; -1.978149154769E+04;  1.501088017277E+02;  9.125343256696E+05;  9.127487197831E+05
52;2.600085;247818; -3.675664537445E+03;  1.837789945838E+02;  6.974604543138E+05;  6.974701639612E+05
53;2.650143;247818;  1.097656414607E+04;  2.688724547434E+01;  1.666567140985E+06;  1.666603288457E+06
54;2.700030;247818;  8.626800137398E+03; -1.890460865281E+02;  2.631335388152E+06;  2.631349536334E+06
55;2.750130;247818; -3.840425290662E+03; -3.371361172885E+02;  2.445943224921E+06;  2.445946263118E+06
56;2.800085;247818; -2.003173587181E+04;  8.051395135724E+00;  1.121020225567E+06;  1.121199186869E+06
57;2.850176;247818;  1.004818830922E+04;  3.475151405640E+02;  4.992198176574E+05;  4.993210522269E+05
58;2.900012;247818;  2.455605878394E+04;  2.994317436355E+02;  1.578696478541E+06;  1.578887475737E+06
59;2.950057;247818; -2.459937488828E+04;  4.270523946473E+02;  2.571067589973E+06;  2.571185303285E+06
60;3.000032;247818; -3.809304530111E+03;  1.196153362611E+01;  2.384911931636E+06;  2.384914973873E+06
61;3.050036;247818;  1.195880339024E+04;  2.094174909560E+02;  1.427316813405E+06;  1.427366926429E+06
62;3.100089;247818;  5.917410385552E+03;  2.786784883740E+02;  6.719829405921E+05;  6.720090519139E+05
63;3.150199;247818; -7.374461082900E+03; -6.592514289057E+01;  1.157188816152E+06;  1.157212315545E+06
64;3.200150;247818; -9.203041559849E+03; -1.199774436215E+02;  2.425229064382E+06;  2.425246528725E+06
65;3.250000;247818;  9.649901375642E+03; -8.982349757065E+01;  2.704596702377E+06;  2.704613919060E+06
66;3.300195;247818;  8.556936796969E+03;  1.119839668009E+02;  1.455071233909E+06;  1.455096398682E+06
67;3.350142;247818; -7.086330509814E+03;  1.995341248108E+02;  6.192570996109E+05;  6.192976758494E+05
68;3.400195;247818; -4.800791519601E+03;  1.674873424676E+02;  1.225462329908E+06;  1.225471744952E+06
69;3.450128;247818;  2.763570827534E+03; -1.634805741668E+02;  2.234493182900E+06;  2.234494897841E+06
70;3.500166;247818;  9.523087260047E+03;  9.543294522416E+01;  2.529796786096E+06;  2.529814712038E+06
71;3.550027;247818; -7.882932207875E+03;  1.084651102713E+02;  1.785845004799E+06;  1.785862406109E+06
72;3.600190;247818; -7.868288583101E+03;  6.553230169748E+02;  8.022384469286E+05;  8.022772994071E+05
73;3.650148;247818;  2.401762115456E+03;  6.264449046467E+02;  9.868017521426E+05;  9.868048737852E+05
74;3.700113;247818;  8.302946391533E+03;  7.579856972790E+02;  2.049078325917E+06;  2.049095287976E+06
75;3.750059;247818; -6.793948388409E+03;  6.177928396535E+02;  2.550339168492E+06;  2.550348292635E+06
76;3.800057;247818; -1.400915908429E+04;  6.776263632249E+01;  1.922490412363E+06;  1.922541455147E+06
77;3.850180;247818;  1.565746562117E+04;  3.320459660724E+02;  1.030864538650E+06;  1.030983493335E+06
78;3.900190;247818;  2.534436454170E+03;  7.207866527918E+01;  8.820136695308E+05;  8.820173137772E+05
79;3.950124;247818; -2.520387911373E+04; -3.216492998616E+01;  1.711043197709E+06;  1.711228816080E+06
80;4.000146;247818;  1.365070351836E+04; -3.071203610613E+02;  2.616908667626E+06;  2.616944288808E+06
81;4.050099;247818;  1.494475135337E+04; -2.266329028805E+02;  2.180858175094E+06;  2.180909392164E+06
82;4.100032;247818; -2.823138196292E+04;  1.262438840140E+02;  1.024527715220E+06;  1.024916614228E+06
83;4.150041;247818; -1.002628350229E+02;  2.502206416661E+02;  8.268902155225E+05;  8.268902594600E+05
84;4.200051;247818;  1.670506786646E+04;  3.246749128686E+02;  1.668568234550E+06;  1.668651886421E+06
85;4.250083;247818; -1.020332452207E+04;  1.879299546475E+02;  2.445132616178E+06;  2.445153912098E+06
86;4.300081;247818; -1.142430652683E+04; -8.964822587438E+01;  2.254573571517E+06;  2.254602517562E+06
87;4.350151;247818;  2.796714547008E+03; -2.682078112870E+02;  1.293711965941E+06;  1.293715016674E+06
88;4.400105;247818;  3.571849082963E+03;  1.292241747269E+02;  7.825643559437E+05;  7.825725180444E+05
89;4.450087;247818; -5.701781754892E+03; -4.418643542330E+02;  1.449710194361E+06;  1.449721474351E+06
90;4.500088;247818; -6.517449845238E+03; -1.651902969484E+02;  2.399855664522E+06;  2.399864520130E+06
91;4.550039;247818;  2.961221171554E+03; -6.768746408546E+02;  2.315073192196E+06;  2.315075185002E+06
92;4.600124;247818;  1.771994796432E+02;  6.336392976110E+02;  1.442004853743E+06;  1.442005003846E+06
93;4.650139;247818; -9.849939188025E+02;  1.165649491240E+03;  8.815025858943E+05;  8.815039069058E+05
94;4.700097;247818; -8.204043460183E+03;  5.840154970745E+01;  1.265552587082E+06;  1.265579179827E+06
95;4.750141;247818; -5.663813504683E+03;  5.891260908449E+02;  2.195120703545E+06;  2.195128089426E+06
96;4.800068;247818;  9.287435211935E+03;  7.541887146115E+02;  2.469996915368E+06;  2.470014491290E+06
97;4.850072;247818; -4.242974706079E+02;  6.153034788497E+02;  1.632517755229E+06;  1.632517926322E+06
98;4.900029;247818; -1.632083577748E+04;  1.408624135332E+02;  8.444992222861E+05;  8.446569279681E+05
99;4.950091;247818; -8.139827308181E+02; -5.386460426117E+02;  1.186474449129E+06;  1.186474850615E+06
100;5.000012;247818;  1.128686272492E+04; -7.429936843666E+02;  2.113039244117E+06;  2.113069519086E+06
