Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;247818; -6.579701469376E+02;  1.322243425437E+02; -1.223713656742E+04;  1.225552607441E+04
1;0.050069;247818;  6.889634892043E+01;  4.629946823158E+02;  1.613703671962E+06;  1.613703739853E+06
2;0.100126;247818;  1.158121587934E+04;  5.695896693428E+02;  2.490517215425E+06;  2.490544207461E+06
3;0.150088;247818; -6.954465053896E+03;  1.859756049194E+02;  2.984356035438E+06;  2.984364144240E+06
4;0.200076;247818;  2.619143720733E+04; -1.892575824938E+02;  1.597446751486E+06;  1.597661463213E+06
5;0.250067;247818; -2.680543945054E+03; -7.526581456686E+01;  2.317038466948E+05;  2.317193637872E+05
6;0.300001;247818; -3.509590099742E+04;  1.157352358635E+02;  8.441072153361E+05;  8.448365088252E+05
7;0.350190;247818;  1.328649498238E+04;  9.964465021353E+01;  2.499954766949E+06;  2.499990075514E+06
8;0.400129;247818;  1.084881240298E+05; -4.709941085816E+01;  3.117920152515E+06;  3.119807005687E+06
9;0.450117;247818; -3.223712949727E+04;  4.965801723273E+01;  1.760517585613E+06;  1.760812711289E+06
10;0.500113;247818; -1.316901333793E+05; -2.930228171149E+01;  2.059391883828E+05;  2.444447614489E+05
11;0.550059;247818; -5.514016105146E+03; -7.412736475205E+01;  9.335860880257E+05;  9.336023744741E+05
12;0.600004;247818;  6.608530839146E+04;  3.069303685120E+00;  2.085103789136E+06;  2.086150780616E+06
13;0.650197;247818; -5.311076947170E+04; -1.398417388479E+02;  3.026125350069E+06;  3.026591384333E+06
14;0.700065;247818;  3.312124067352E+04; -1.052471228844E+02;  2.044028996382E+06;  2.044297328108E+06
15;0.750115;247818;  3.175790500013E+04; -3.001149824832E+01;  4.202567117422E+05;  4.214549432562E+05
16;0.800073;247818;  5.145995862092E+03;  4.137115709076E+01;  6.155189824387E+05;  6.155404947908E+05
17;0.850059;247818; -3.238311560878E+04; -4.970639262594E+01;  2.133475108934E+06;  2.133720860162E+06
18;0.900069;247818; -6.470242804399E+03; -9.377179298415E+01;  2.964305138941E+06;  2.964312201774E+06
19;0.950190;247818;  3.593134845047E+04; -3.715821821576E+01;  2.093807020559E+06;  2.094115303064E+06
20;1.000037;247818;  9.070188264567E+03; -8.832648709537E+00;  8.012197389606E+05;  8.012710767857E+05
