Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;233069;  6.911417570958E+01; -1.332255808463E+03; -6.971360285338E+04;  6.972636592500E+04
1;0.050069;233069; -2.900271232528E+01; -1.872941412321E+02;  1.546377859403E+06;  1.546377871017E+06
2;0.100125;233069;  9.828287787716E+03; -1.052911362724E+03;  2.373563984586E+06;  2.373584566176E+06
3;0.150086;233069; -3.902822621489E+03; -3.123246587419E+03;  2.784588158948E+06;  2.784592645549E+06
4;0.200073;233069;  2.523506015060E+04; -1.972562895573E+03;  1.423607299154E+06;  1.423832308058E+06
5;0.250064;233069; -1.904428345757E+01; -1.479953395557E+03;  1.502902337475E+05;  1.502975215518E+05
6;0.300206;233069; -3.054753523157E+04; -1.526412235581E+03;  7.947348731574E+05;  7.953232050277E+05
7;0.350187;233069;  5.468676177983E+03; -2.502074347217E+03;  2.423533519465E+06;  2.423540981037E+06
8;0.400125;233069;  8.798208765501E+04; -2.216623291460E+03;  2.924595246032E+06;  2.925919191345E+06
9;0.450110;233069; -1.573696123771E+04; -1.983990390900E+03;  1.529310222658E+06;  1.529392475885E+06
10;0.500061;233069; -1.128629466159E+05; -1.515102674614E+03;  8.123169967395E+04;  1.390644788825E+05
11;0.550195;233069; -1.989617154534E+04; -1.423750524394E+03;  9.542731934861E+05;  9.544816459806E+05
12;0.600192;233069;  5.934181231644E+04; -2.478982295637E+03;  2.061201175698E+06;  2.062056711815E+06
13;0.650024;233069; -5.572416609704E+04; -2.453093423438E+03;  2.801814349883E+06;  2.802369506608E+06
14;0.700148;233069;  3.215006500846E+04; -2.339311822503E+03;  1.760792512748E+06;  1.761087553760E+06
15;0.750069;233069;  2.901314592811E+04; -1.147326617587E+03;  2.607578852477E+05;  2.623694984442E+05
16;0.800016;233069;  9.240499336870E+03; -1.530523499235E+03;  6.484440841988E+05;  6.485117266962E+05
17;0.850059;233069; -2.587437963842E+04; -2.339746665148E+03;  2.185715441853E+06;  2.185869838460E+06
18;0.900175;233069; -6.502528685631E+03; -2.620247047764E+03;  2.788870136868E+06;  2.788878948411E+06
19;0.950070;233069;  2.999616163065E+04; -2.202322040626E+03;  1.747744229975E+06;  1.748003007247E+06
20;1.000012;233069;  8.832324498536E+03; -1.564884587406E+03;  5.692526786058E+05;  5.693233447873E+05
21;1.050131;233069; -3.669839254566E+04; -1.215839117000E+03;  6.252948613685E+05;  6.263720251847E+05
22;1.100170;233069; -6.955871676397E+03; -2.185547962399E+03;  1.662056009589E+06;  1.662072001985E+06
23;1.150057;233069;  5.648307235921E+04; -2.763791039601E+03;  2.975835641536E+06;  2.976372917065E+06
24;1.200046;233069; -3.303874386792E+04; -2.374538769867E+03;  2.066375636537E+06;  2.066641107765E+06
25;1.250035;233069; -2.462437481963E+04; -1.497995319746E+03;  4.092999063682E+05;  4.100427016522E+05
26;1.300066;233069;  1.836967800059E+04; -1.436886245349E+03;  6.026401537362E+05;  6.029217732070E+05
27;1.350133;233069;  1.212445818634E+04; -2.251136078486E+03;  1.799544600911E+06;  1.799586852799E+06
28;1.400172;233069; -2.798491274950E+03; -2.838424583675E+03;  2.586668052309E+06;  2.586671123479E+06
29;1.450194;233069; -1.638019291506E+04; -2.580067273112E+03;  2.102227574125E+06;  2.102292972180E+06
30;1.500032;233069;  5.311259829922E+03; -1.859817034147E+03;  1.009940499185E+06;  1.009956177413E+06
31;1.550084;233069;  1.099318422653E+04; -1.358956988484E+03;  4.058909813145E+05;  4.060420982805E+05
32;1.600073;233069; -6.414812959878E+03; -2.066486669116E+03;  1.286609050301E+06;  1.286626701304E+06
33;1.650067;233069; -9.022581080832E+02; -3.108815670940E+03;  2.755573248752E+06;  2.755575150135E+06
34;1.700167;233069; -1.969462389829E+03; -2.619932370910E+03;  2.391558452242E+06;  2.391560698230E+06
35;1.750010;233069;  4.125168104455E+03; -1.868835634388E+03;  9.324922921302E+05;  9.325032892385E+05
36;1.800141;233069;  5.682012414224E+03; -1.472066999325E+03;  4.077425642340E+05;  4.077848095926E+05
37;1.850051;233069; -5.752696225725E+03; -1.986193227210E+03;  1.236573184081E+06;  1.236588160248E+06
38;1.900180;233069; -5.673859455259E+03; -2.644043321979E+03;  2.576899886739E+06;  2.576907489593E+06
39;1.950002;233069;  1.682494280285E+04; -2.845561389040E+03;  2.519172572652E+06;  2.519230363965E+06
40;2.000156;233069; -3.043310099068E+03; -2.111580307726E+03;  1.102494790078E+06;  1.102501012542E+06
41;2.050064;233069; -1.963572852044E+04; -1.602741449489E+03;  3.188996242615E+05;  3.195075914103E+05
42;2.100153;233069;  1.752259393933E+04; -2.046268910632E+03;  1.277975065292E+06;  1.278096825762E+06
43;2.150144;233069;  2.038980083370E+04; -2.682357356624E+03;  2.461665560460E+06;  2.461751464014E+06
44;2.200156;233069; -3.370379221115E+04; -2.819033343292E+03;  2.288781419070E+06;  2.289031296605E+06
45;2.250126;233069;  1.577055161060E+03; -2.405917589033E+03;  1.429117073022E+06;  1.429119968353E+06
46;2.300133;233069;  3.864914481510E+04; -1.886022885026E+03;  6.288528302719E+05;  6.300422173301E+05
47;2.350054;233069; -2.904901346687E+04; -1.975413846535E+03;  8.367114909202E+05;  8.372179324890E+05
48;2.400063;233069; -1.693369508700E+04; -2.800217892909E+03;  2.234343063983E+06;  2.234408986470E+06
49;2.450015;233069;  3.485389784450E+04; -2.472107389035E+03;  2.609719873852E+06;  2.609953778420E+06
50;2.500161;233069;  6.555637703049E+02; -2.920985954637E+03;  1.518008334070E+06;  1.518011285935E+06
51;2.550151;233069; -1.623755537918E+04; -1.454851947933E+03;  5.485774992795E+05;  5.488196857937E+05
52;2.600130;233069; -2.295070847111E+02; -1.913375646832E+03;  9.074483889695E+05;  9.074504351882E+05
53;2.650197;233069;  1.252015870015E+04; -2.807995852285E+03;  2.041733094024E+06;  2.041773412122E+06
54;2.700032;233069;  6.214429269841E+03; -2.592344606535E+03;  2.514560225734E+06;  2.514569241088E+06
55;2.750034;233069; -5.355476574317E+03; -2.533901644327E+03;  1.797437665114E+06;  1.797447429484E+06
