Part;Time [s];Np;ForceFluid.x [N];ForceFluid.y [N];ForceFluid.z [N];ForceFluid [N]
0;0.000000;262701; -4.547473508865E-13; -1.953259776144E-11;  4.697731135113E+04;  4.697731135113E+04
1;0.050069;262701; -1.085982145862E+00; -1.341474971733E-02;  1.661080367302E+06;  1.661080367302E+06
2;0.100126;262701;  1.067003746491E+04;  2.333430676981E-02;  2.609218873026E+06;  2.609240689752E+06
3;0.150088;262701; -6.576248720257E+03; -5.163667075853E-02;  3.219878943983E+06;  3.219885659608E+06
4;0.200076;262701;  2.123468649358E+04; -1.022880752714E-01;  1.802725930406E+06;  1.802850989979E+06
5;0.250068;262701; -5.641660994006E+03; -2.767208898078E-03;  3.097479194668E+05;  3.097992930153E+05
6;0.300003;262701; -3.964637761645E+04;  7.442647532639E-02;  8.410784957777E+05;  8.420123938029E+05
7;0.350191;262701;  1.228753926999E+04; -1.648042439597E-02;  2.543341454176E+06;  2.543371136140E+06
8;0.400133;262701;  1.251420133916E+05; -1.138235312329E-01;  3.330676082016E+06;  3.333026205541E+06
9;0.450123;262701; -3.608492959754E+04; -1.706821979062E-01;  2.066612986809E+06;  2.066928000534E+06
10;0.500074;262701; -1.423282299096E+05;  4.839623613828E-02;  3.581792122585E+05;  3.854214227613E+05
11;0.550203;262701; -8.095627185170E+02;  1.279510245486E-01;  8.637057569702E+05;  8.637061363770E+05
12;0.600198;262701;  8.211709439463E+04;  6.550847395753E-01;  2.038322334008E+06;  2.039975773020E+06
13;0.650030;262701; -6.033095919953E+04;  1.340059822817E-01;  3.253919167954E+06;  3.254478418459E+06
14;0.700162;262701;  3.387466773135E+04;  5.062968539120E-01;  2.423086114136E+06;  2.423322885963E+06
15;0.750082;262701;  3.954398615644E+04;  1.438060598486E+00;  6.509049164360E+05;  6.521050046455E+05
16;0.800007;262701;  6.574837376687E+03; -1.760266577052E+00;  5.298371575059E+05;  5.298779500635E+05
17;0.850045;262701; -3.671983508813E+04; -1.219947564695E+00;  1.961786783981E+06;  1.962130406495E+06
18;0.900168;262701; -6.827469397350E+03; -2.884155931408E+00;  3.101470062372E+06;  3.101477577242E+06
19;0.950075;262701;  3.991371936821E+04; -5.807406285658E+00;  2.553284451224E+06;  2.553596403876E+06
20;1.000022;262701;  1.460819323057E+04;  6.595750402072E+00;  1.159030327582E+06;  1.159122383360E+06
21;1.050122;262701; -5.249251583806E+04;  3.399762915799E+01;  5.122670154868E+05;  5.149494737647E+05
22;1.100153;262701; -9.529941122158E+03;  3.745988836924E+01;  1.262188092200E+06;  1.262224069361E+06
23;1.150060;262701;  7.815125341441E+04;  1.134024895620E+01;  3.134830539114E+06;  3.135804542299E+06
24;1.200129;262701; -3.534904796217E+04;  3.712418590284E+01;  2.940559909377E+06;  2.940772370858E+06
25;1.250134;262701; -3.574082545916E+04; -2.987191277085E+01;  1.187990849088E+06;  1.188528361048E+06
26;1.300145;262701;  2.368744961102E+04; -4.395186936446E+01;  5.897705437820E+05;  5.902460432005E+05
27;1.350007;262701;  1.696930601230E+04; -4.013401053964E+01;  1.264887171721E+06;  1.265000994522E+06
28;1.400071;262701; -3.386000685003E+03;  1.379927199912E+01;  2.537243671846E+06;  2.537245931224E+06
29;1.450032;262701; -1.806469014478E+04;  3.238828936985E+01;  2.957226070511E+06;  2.957281245703E+06
30;1.500030;262701;  7.122062617699E+03; -1.272863420855E+01;  2.010220372596E+06;  2.010232989068E+06
31;1.550124;262701;  1.617595631806E+04; -1.718377818958E+01;  5.734993376575E+05;  5.737274197315E+05
32;1.600128;262701; -9.485320072494E+03; -1.231638612820E+01;  6.612594508687E+05;  6.613274777383E+05
33;1.650032;262701; -5.102054790578E+03; -1.539086418562E+01;  2.439879881155E+06;  2.439885215674E+06
34;1.700026;262701;  1.188310234379E+02;  1.157891698543E+00;  3.176768476485E+06;  3.176768478708E+06
35;1.750109;262701;  8.231291304076E+03; -5.258894906819E+01;  2.124816563837E+06;  2.124832507959E+06
